gene_id	gene_short_name	chr	gene_biotype	DFL	DFL_Del(CBS1)_l2fc	DFL_Del(CBS1)_padj	DFL_Del(CBS1-2)_l2fc	DFL_Del(CBS1-2)_padj	DFL_Del(CBS1-3)_l2fc	DFL_Del(CBS1-3)_padj	DFL_Del(CBS1-4)_l2fc	DFL_Del(CBS1-4)_padj	DFL_Del(CBS1-5)_l2fc	DFL_Del(CBS1-5)_padj	PFL	PFL_Del(CBS1)_l2fc	PFL_Del(CBS1)_padj	PFL_Del(CBS1-2)_l2fc	PFL_Del(CBS1-2)_padj	PFL_Del(CBS1-3)_l2fc	PFL_Del(CBS1-3)_padj	PFL_Del(CBS1-4)_l2fc	PFL_Del(CBS1-4)_padj	PFL_Del(CBS1-5)_l2fc	PFL_Del(CBS1-5)_padj
ENSMUSG00000021598	Med10	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000034525	Ice1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000049538	Adamts16	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000060969	Irx1	chr13	protein_coding	Del(CBS1-2)	NA	NA	-0.725124825798072	4.39515839804072e-09	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000001504	Irx2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Del(CBS1-2)	NA	NA	-0.653694380354586	0.034947699222644	NA	NA	NA	NA	NA	NA
ENSMUSG00000021604	Irx4	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021606	Ndufs6	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021607	Mrpl36	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021608	Lpcat1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021609	Slc6a3	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021610	Clptm1l	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021611	Tert	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021612	Slc6a18	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021565	Slc6a19	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000017756	Slc12a7	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021567	Nkd2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021569	Trip13	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000057649	Brd9	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000069189	Zdhhc11	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021573	Tppp	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021572	Cep72	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000036123	Slc9a3	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000034152	Exoc3	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021575	Ahrr	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021576	Pdcd6	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021577	Sdha	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021578	Ccdc127	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021579	Lrrc14b	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000069184	Zfp72	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000062382	Ftl1-ps1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000069208	Zfp825	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021583	Erap1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021585	Cast	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021587	Pcsk1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000001542	Ell2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021591	Glrx	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021589	Rhobtb3	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021590	Spata9	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000043190	Rfesd	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000045509	Gpr150	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021592	Arsk	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000033991	Ttc37	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000109228	Fam81b	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021596	Mctp1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021597	Slf1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000071252	2210408I21Rik	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000064138	Fam172a	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000093668	Pou5f2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000069171	Nr2f1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000074794	Arrdc3	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000069170	Adgrv1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000035840	Lysmd3	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000035834	Polr3g	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000051098	Mblac2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021537	Cetn3	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000005583	Mef2c	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000035762	Tmem161b	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021548	Ccnh	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021549	Rasa1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000017778	Cox7c	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000034488	Edil3	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021613	Hapln1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021614	Vcan	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021615	Xrcc4	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000012422	Tmem167	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000078958	Atp6ap1l	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000049517	Rps23	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021619	Atg10	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000003992	Ssbp2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021620	Acot12	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021621	Zcchc9	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021622	Ckmt2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021708	Rasgrf2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000014850	Msh3	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000100622	Gm20379	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021707	Dhfr	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000045034	Ankrd34b	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000034334	Fam151b	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021706	Zfyve16	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046957	Spz1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021703	Serinc5	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021702	Thbs4	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Del(CBS1-2)	NA	NA	-1.85301544484154	1.40963810288532e-39	NA	NA	NA	NA	NA	NA
ENSMUSG00000021704	Mtx3	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000047419	Cmya5	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000042167	Tent2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000007617	Homer1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021690	Jmy	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000074768	Bhmt	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000042118	Bhmt2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000042102	Dmgdh	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000042082	Arsb	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000045312	Lhfpl2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021687	Scamp1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021686	Ap3b1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000042043	Tbca	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021685	Otp	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000042015	Wdr41	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021684	Pde8b	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000041995	Zbed3	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021681	Aggf1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021680	Crhbp	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021679	S100z	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021678	F2rl1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000048376	F2r	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021676	Iqgap2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021675	F2rl2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000051111	Sv2c	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000114133	Gm20075	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000099115	Gm17190	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021671	Poc5	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000047117	Ankdd1b	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021668	Polk	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000091109	Gm17622	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021669	Col4a3bp	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021670	Hmgcr	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000109561	Ankrd31	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000091387	Gcnt4	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000052075	1700029F12Rik	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000041817	Fam169a	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000057762	Gm6169	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000060739	Nsa2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021666	Gfm2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021665	Hexb	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000041773	Enc1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000069117	Rps18-ps6	chr13	protein_coding	Del(CBS1-2)	NA	NA	9.3858045671432	1.3433773601202e-55	NA	NA	NA	NA	NA	NA	Del(CBS1-2)	NA	NA	9.99556557462585	7.58383266377164e-37	NA	NA	NA	NA	NA	NA
ENSMUSG00000021662	Arhgef28	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000041747	Utp15	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021661	Ankra2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000096330	Gm21976	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021660	Btf3	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000078302	Foxd1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000092116	Gm10320	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046082	Tmem174	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000052485	Tmem171	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000041685	Fcho2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000009470	Tnpo1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000045022	H2bl1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000050919	Zfp366	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021650	Ptcd2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000041632	Mrps27	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000052727	Map1b	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021647	Cartpt	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021646	Mccc2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000049658	Bdp1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021643	Serf1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021645	Smn1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000078945	Naip2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000071203	Naip5	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000078942	Naip6	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021640	Naip1	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021639	Gtf2h2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021638	Ocln	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000021636	Marveld2	chr13	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
